ID Cliente;Nome Cliente;Segmento;Cidade;Estado;Pais;Mercado;Regiao
JD-6015;Joy Daniels;Consumidor;Kaduna;Kaduna;Nigeria;Africa;Africa
CR-2730;Craig Reiter;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
RC-9960;Ryan Crowe;Consumidor;Oran;Oran;Algeria;Africa;Africa
AO-10810;Anthony O'Donnell;Corporativo;Doncaster;England;United Kingdom;EU;North
TB-11250;Tim Brockman;Consumidor;Kigali;Kigali;Rwanda;Africa;Africa
RA-9285;Ralph Arnett;Consumidor;Adana;Adana;Turkey;EMEA;EMEA
MG-8205;Mitch Gastineau;Corporativo;Cape Town;Western Cape;South Africa;Africa;Africa
MY-8295;Muhammed Yedwab;Corporativo;Al Mahallah al Kubra;Al Gharbiyah;Egypt;Africa;Africa
SR-20425;Sharelle Roach;Outros;Augsburg;Bavaria;Germany;EU;Central
BT-1530;Bradley Talbott;Outros;North York;Ontario;Canada;Canada;Canada
LS-7245;Lynn Smith;Consumidor;Atakpame;Plateaux;Togo;Africa;Africa
AB-10255;Alejandro Ballentine;Outros;Hanoi;Th? Dô Hà N?i;Vietnam;APAC;Southeast Asia
TH-21115;Thea Hudgings;Corporativo;Kuala Lumpur;Kuala Lumpur;Malaysia;APAC;Southeast Asia
LC-6885;Lena Creighton;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
AC-660;Anna Chung;Consumidor;Foumban;Ouest;Cameroon;Africa;Africa
EM-14095;Eudokia Martin;Corporativo;Versailles;Ile-de-France;France;EU;Central
BO-11350;Bill Overfelt;Corporativo;Bangalore;Karnataka;India;APAC;Central Asia
DM-3015;Darrin Martin;Consumidor;Borujerd;Lorestan;Iran;EMEA;EMEA
DD-13570;Dorothy Dickinson;Consumidor;Turin;Piedmont;Italy;EU;South
KN-16705;Kristina Nunn;Outros;Sydney;New South Wales;Australia;APAC;Oceania
HM-14980;Henry MacAllister;Consumidor;Los Angeles;California;United States;US;West
FM-4215;Filia McAdams;Corporativo;Casablanca;Grand Casablanca;Morocco;Africa;Africa
JO-15145;Jack O'Briant;Corporativo;Kita-ku;Osaka;Japan;APAC;North Asia
TC-11535;Tracy Collins;Outros;Likasi;Katanga;Democratic Republic of the Congo;Africa;Africa
JK-15205;Jamie Kunitz;Consumidor;Arlington;Virginia;United States;US;South
DA-3450;Dianna Arnett;Outros;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
DB-12910;Daniel Byrd;Outros;Bradford;England;United Kingdom;EU;North
EH-4005;Erica Hernandez;Outros;Dakar;Dakar;Senegal;Africa;Africa
DN-13690;Duane Noonan;Consumidor;Ananindeua;Pará;Brazil;LATAM;South
AS-10135;Adrian Shami;Outros;Nagercoil;Tamil Nadu;India;APAC;Central Asia
MC-18130;Mike Caudle;Corporativo;Comodoro Rivadavia;Chubut;Argentina;LATAM;South
MM-18280;Muhammed MacIntyre;Corporativo;Bremen;Bremen;Germany;EU;Central
RL-9615;Rob Lucas;Consumidor;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
MA-7560;Matt Abelman;Outros;Mamak;Ankara;Turkey;EMEA;EMEA
HG-4845;Harry Greene;Consumidor;Zhytomyr;Zhytomyr;Ukraine;EMEA;EMEA
PB-8805;Patrick Bzostek;Outros;Lublin;Lublin;Poland;EMEA;EMEA
RW-19630;Rob Williams;Corporativo;San Francisco;California;United States;US;West
BT-11440;Bobby Trafton;Consumidor;Manila;National Capital;Philippines;APAC;Southeast Asia
JC-5385;Jenna Caffey;Consumidor;Kerman;Kerman;Iran;EMEA;EMEA
HR-4770;Hallie Redmond;Outros;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
DB-3615;Doug Bickford;Consumidor;Lusaka;Lusaka;Zambia;Africa;Africa
JK-6120;Julie Kriz;Outros;Gdansk;Pomerania;Poland;EMEA;EMEA
SW-20455;Shaun Weien;Consumidor;Manukau City;Auckland;New Zealand;APAC;Oceania
GH-4425;Gary Hwang;Consumidor;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
GB-4575;Giulietta Baptist;Consumidor;Johannesburg;Gauteng;South Africa;Africa;Africa
PA-19060;Pete Armstrong;Outros;Halle;Saxony-Anhalt;Germany;EU;Central
CA-2775;Cynthia Arntzen;Consumidor;Pretoria;Gauteng;South Africa;Africa;Africa
CV-12295;Christina VanderZanden;Consumidor;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
PO-9180;Philisse Overcash;Outros;Kaduna;Kaduna;Nigeria;Africa;Africa
NC-18535;Nick Crebassa;Corporativo;Monterrey;Nuevo León;Mexico;LATAM;North
GZ-4470;Gary Zandusky;Consumidor;Lubumbashi;Katanga;Democratic Republic of the Congo;Africa;Africa
AM-360;Alice McCarthy;Corporativo;Ulan Bator;Ulaanbaatar;Mongolia;EMEA;EMEA
AA-480;Andrew Allen;Consumidor;Toronto;Ontario;Canada;Canada;Canada
TB-21595;Troy Blackwell;Consumidor;Madrid;Madrid;Spain;EU;South
KH-16630;Ken Heidel;Corporativo;Dresden;Saxony;Germany;EU;Central
TS-21655;Trudy Schmidt;Consumidor;El Paso;Texas;United States;US;Central
CD-11980;Carol Darley;Consumidor;Tours;Centre;France;EU;Central
DB-13360;Dennis Bolton;Outros;Araçatuba;São Paulo;Brazil;LATAM;South
SK-9990;Sally Knutson;Consumidor;Vienna;Vienna;Austria;EMEA;EMEA
PT-19090;Pete Takahito;Consumidor;Aschaffenburg;Bavaria;Germany;EU;Central
EH-13990;Erica Hackney;Consumidor;Pune;Maharashtra;India;APAC;Central Asia
ME-17725;Max Engle;Consumidor;Dallas;Texas;United States;US;Central
ZD-21925;Zuschuss Donatelli;Consumidor;Madero;Tamaulipas;Mexico;LATAM;North
MW-8235;Mitch Willingham;Corporativo;Kramators'k;Donetsk;Ukraine;EMEA;EMEA
BP-11050;Barry Pond;Corporativo;London;England;United Kingdom;EU;North
RC-19960;Ryan Crowe;Consumidor;Ashford;England;United Kingdom;EU;North
PN-8775;Parhena Norris;Outros;Bouake;Vallee Du Bandama;Cote d'Ivoire;Africa;Africa
CB-12535;Claudia Bergmann;Corporativo;Foggia;Apulia;Italy;EU;South
LR-7035;Lisa Ryan;Corporativo;Antananarivo;Analamanga;Madagascar;Africa;Africa
JG-5160;James Galang;Consumidor;Kazerun;Fars;Iran;EMEA;EMEA
SC-10845;Sung Chung;Consumidor;Nouakchott;Nouakchott;Mauritania;Africa;Africa
DK-13225;Dean Katz;Corporativo;New York City;New York;United States;US;East
CG-2520;Claire Gute;Consumidor;Buzau;Buzau;Romania;EMEA;EMEA
RS-19870;Roy Skaria;Outros;Landerneau;Brittany;France;EU;Central
DK-2835;Damala Kotsonis;Corporativo;Saida;Saida;Algeria;Africa;Africa
CM-2385;Christopher Martinez;Consumidor;Quelimane;Zambezia;Mozambique;Africa;Africa
JE-5745;Joel Eaton;Consumidor;Prague;Prague;Czech Republic;EMEA;EMEA
CA-1965;Carol Adams;Corporativo;Ploiesti;Prahova;Romania;EMEA;EMEA
Dl-3600;Dorris liebe;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
DL-2865;Dan Lawera;Consumidor;Kassala;Kassala;Sudan;Africa;Africa
CM-2445;Chuck Magee;Consumidor;Hradec Kralove;Hradec Kralove;Czech Republic;EMEA;EMEA
DB-13270;Deborah Brumfield;Outros;Providence;Rhode Island;United States;US;East
EB-4110;Eugene Barchas;Consumidor;Bamako;Bamako;Mali;Africa;Africa
BD-11620;Brian DeCherney;Consumidor;Fuengirola;Andalusía;Spain;EU;South
MN-7935;Michael Nguyen;Consumidor;Kopeysk;Chelyabinsk;Russia;EMEA;EMEA
DB-2910;Daniel Byrd;Outros;Ndola;Copperbelt;Zambia;Africa;Africa
LH-7155;Logan Haushalter;Consumidor;Sumy;Sumy;Ukraine;EMEA;EMEA
JS-5940;Joni Sundaresam;Outros;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
GH-4410;Gary Hansen;Outros;Safi;Doukkala-Abda;Morocco;Africa;Africa
SC-10380;Shahid Collister;Consumidor;Mahajanga;Boeny;Madagascar;Africa;Africa
SL-10155;Sara Luxemburg;Outros;Bouake;Vallee Du Bandama;Cote d'Ivoire;Africa;Africa
EK-3795;Eileen Kiefer;Outros;Dayr az Zawr;Dayr Az Zawr;Syria;EMEA;EMEA
PH-8790;Patricia Hirasaki;Outros;Irkutsk;Irkutsk;Russia;EMEA;EMEA
HD-4785;Harold Dahlen;Outros;Cape Town;Western Cape;South Africa;Africa;Africa
CM-2190;Charlotte Melton;Consumidor;Nouakchott;Nouakchott;Mauritania;Africa;Africa
AR-570;Anemone Ratner;Consumidor;Shiraz;Fars;Iran;EMEA;EMEA
BT-1305;Beth Thompson;Outros;Severodvinsk;Arkhangel'sk;Russia;EMEA;EMEA
MH-7785;Maya Herman;Corporativo;Soweto;Gauteng;South Africa;Africa;Africa
SC-10260;Scott Cohen;Corporativo;Khorramabad;Lorestan;Iran;EMEA;EMEA
LW-7125;Liz Willingham;Consumidor;Mombasa;Coast;Kenya;Africa;Africa
SM-10905;Susan MacKendrick;Consumidor;Koidu;Eastern;Sierra Leone;Africa;Africa
TT-21265;Tim Taslimi;Corporativo;Suihua;Heilongjiang;China;APAC;North Asia
EJ-3720;Ed Jacobs;Consumidor;Behbahan;Khuzestan;Iran;EMEA;EMEA
RS-9765;Roland Schwarz;Corporativo;Accra;Greater Accra;Ghana;Africa;Africa
EM-4095;Eudokia Martin;Corporativo;Oradea;Bihor;Romania;EMEA;EMEA
AJ-10960;Astrea Jones;Consumidor;Paris;Ile-de-France;France;EU;Central
BD-1770;Bryan Davis;Consumidor;Trabzon;Trabzon;Turkey;EMEA;EMEA
BE-1410;Bobby Elias;Consumidor;Kindia;Kindia;Guinea;Africa;Africa
KC-6255;Karen Carlisle;Corporativo;Tanta;Al Gharbiyah;Egypt;Africa;Africa
DV-3045;Darrin Van Huff;Corporativo;Oleksandriya;Kirovohrad;Ukraine;EMEA;EMEA
JD-5895;Jonathan Doherty;Corporativo;Mississauga;Ontario;Canada;Canada;Canada
JM-5865;John Murray;Consumidor;L'viv;L'viv;Ukraine;EMEA;EMEA
JK-5205;Jamie Kunitz;Consumidor;Porto-Novo;Ouémé;Benin;Africa;Africa
CL-2700;Craig Leslie;Outros;Abidjan;Lagunes;Cote d'Ivoire;Africa;Africa
GG-4650;Greg Guthrie;Corporativo;Ivanovo;Ivanovo;Russia;EMEA;EMEA
LS-6945;Linda Southworth;Corporativo;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
JL-5850;John Lucas;Consumidor;Denizli;Denizli;Turkey;EMEA;EMEA
VP-11760;Victoria Pisteka;Corporativo;Kaluga;Kaluga;Russia;EMEA;EMEA
NF-8595;Nicole Fjeld;Outros;Algiers;Alger;Algeria;Africa;Africa
LE-16810;Laurel Elliston;Consumidor;Hobart;Tasmania;Australia;APAC;Oceania
JJ-5445;Jennifer Jackson;Consumidor;Accra;Greater Accra;Ghana;Africa;Africa
CS-2130;Chad Sievert;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
BM-1575;Brendan Murry;Corporativo;Nouakchott;Nouakchott;Mauritania;Africa;Africa
AC-615;Ann Chong;Corporativo;Nairobi;Nairobi;Kenya;Africa;Africa
HG-5025;Hunter Glantz;Consumidor;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
TB-11400;Tom Boeckenhauer;Consumidor;Kankan;Kankan;Guinea;Africa;Africa
RB-9330;Randy Bradley;Consumidor;Casablanca;Grand Casablanca;Morocco;Africa;Africa
JP-5460;Jennifer Patt;Corporativo;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
JL-5175;James Lanier;Outros;Pretoria;Gauteng;South Africa;Africa;Africa
AA-315;Alex Avila;Consumidor;Hrodna;Hrodna;Belarus;EMEA;EMEA
TS-11370;Todd Sumrall;Corporativo;Melitopol';Zaporizhzhya;Ukraine;EMEA;EMEA
SS-10140;Saphhira Shifley;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
DP-3000;Darren Powers;Consumidor;Kaluga;Kaluga;Russia;EMEA;EMEA
JS-5685;Jim Sink;Corporativo;Ashqelon;Southern;Israel;EMEA;EMEA
PW-19240;Pierre Wener;Consumidor;Columbia;Maryland;United States;US;East
NW-8400;Natalie Webber;Consumidor;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina;EMEA;EMEA
TS-11340;Toby Swindell;Consumidor;Bissau;Bissau;Guinea-Bissau;Africa;Africa
JH-5985;Joseph Holt;Consumidor;Luanda;Luanda;Angola;Africa;Africa
NG-8355;Nat Gilpin;Corporativo;Monrovia;Montserrado;Liberia;Africa;Africa
FP-14320;Frank Preis;Consumidor;Brisbane;Queensland;Australia;APAC;Oceania
SH-20395;Shahid Hopkins;Consumidor;Antiguo Cuscatlán;La Libertad;El Salvador;LATAM;Central
JP-16135;Julie Prescott;Outros;Coacalco;México;Mexico;LATAM;North
JM-5250;Janet Martin;Consumidor;Kaduna;Kaduna;Nigeria;Africa;Africa
MA-7995;Michelle Arnett;Outros;Luanda;Luanda;Angola;Africa;Africa
DR-2940;Daniel Raglin;Outros;Beira;Sofala;Mozambique;Africa;Africa
BF-1020;Barry Französisch;Corporativo;Yamoussoukro;Lacs;Cote d'Ivoire;Africa;Africa
CS-2400;Christopher Schild;Outros;Djibouti;Djibouti;Djibouti;Africa;Africa
JM-15535;Jessica Myrick;Consumidor;Saga;Saga;Japan;APAC;North Asia
JS-15940;Joni Sundaresam;Outros;Amsterdam;North Holland;Netherlands;EU;Central
AF-870;Art Ferguson;Consumidor;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
NP-8670;Nora Paige;Consumidor;Johannesburg;Gauteng;South Africa;Africa;Africa
SU-10665;Stephanie Ulpright;Outros;Nakuru;Rift Valley;Kenya;Africa;Africa
RD-9585;Rob Dowd;Consumidor;Khartoum;Khartoum;Sudan;Africa;Africa
TP-21565;Tracy Poddar;Corporativo;Farnborough;England;United Kingdom;EU;North
LA-6780;Laura Armstrong;Corporativo;Lugoj;Timis;Romania;EMEA;EMEA
LH-7020;Lisa Hazard;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
JE-5475;Jeremy Ellison;Consumidor;Khmel'nyts'kyy;Khmel'nyts'kyy;Ukraine;EMEA;EMEA
ES-4080;Erin Smith;Corporativo;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
EM-4140;Eugene Moren;Outros;Masjed Soleyman;Khuzestan;Iran;EMEA;EMEA
DS-13030;Darrin Sayre;Outros;Managua;Managua;Nicaragua;LATAM;Central
ZD-11925;Zuschuss Donatelli;Consumidor;Arbil;Arbil;Iraq;EMEA;EMEA
JO-5550;Jesus Ocampo;Outros;Arbil;Arbil;Iraq;EMEA;EMEA
TB-11595;Troy Blackwell;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
GM-4500;Gene McClure;Consumidor;Benguela;Benguela;Angola;Africa;Africa
DD-3570;Dorothy Dickinson;Consumidor;Pietermaritzburg;Kwazulu-natal;South Africa;Africa;Africa
FH-4365;Fred Hopkins;Corporativo;Medina;Al Madinah;Saudi Arabia;EMEA;EMEA
MK-18160;Mike Kennedy;Consumidor;Mangalore;Karnataka;India;APAC;Central Asia
NM-8445;Nathan Mautz;Outros;Constanta;Constanta;Romania;EMEA;EMEA
JF-5355;Jay Fein;Consumidor;Rafsanjan;Kerman;Iran;EMEA;EMEA
BF-975;Barbara Fisher;Corporativo;Kigali;Kigali;Rwanda;Africa;Africa
SS-20875;Sung Shariari;Consumidor;Kendari;Sulawesi Tenggara;Indonesia;APAC;Southeast Asia
PF-9165;Philip Fox;Consumidor;Cotonou;Littoral;Benin;Africa;Africa
SV-10365;Seth Vernon;Consumidor;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
BB-10990;Barry Blumstein;Corporativo;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
PW-9240;Pierre Wener;Consumidor;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
JF-15490;Jeremy Farry;Consumidor;Brisbane;Queensland;Australia;APAC;Oceania
CW-1905;Carl Weiss;Outros;Beirut;Beirut;Lebanon;EMEA;EMEA
LC-7140;Logan Currie;Consumidor;Surrey;British Columbia;Canada;Canada;Canada
HK-4890;Heather Kirkland;Corporativo;Kryvyy Rih;Dnipropetrovs'k;Ukraine;EMEA;EMEA
BT-1440;Bobby Trafton;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
RD-19810;Ross DeVincentis;Outros;Managua;Managua;Nicaragua;LATAM;Central
KL-6645;Ken Lonsdale;Consumidor;Lagos;Lagos;Nigeria;Africa;Africa
VG-11805;Vivek Grady;Corporativo;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
PF-9225;Phillip Flathmann;Consumidor;Lodz;Lodz;Poland;EMEA;EMEA
AB-15;Aaron Bergman;Consumidor;Mufulira;Copperbelt;Zambia;Africa;Africa
LW-6990;Lindsay Williams;Corporativo;Mosul;Ninawa;Iraq;EMEA;EMEA
PS-8970;Paul Stevenson;Outros;Sibiu;Sibiu;Romania;EMEA;EMEA
LW-17125;Liz Willingham;Consumidor;Virginia Beach;Virginia;United States;US;South
MC-7590;Matt Collister;Corporativo;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
JO-15550;Jesus Ocampo;Outros;Tijuana;Baja California;Mexico;LATAM;North
SJ-10125;Sanjit Jacobs;Outros;Cairo;Al Qahirah;Egypt;Africa;Africa
SS-20515;Shirley Schmidt;Outros;Jayapura;Papua;Indonesia;APAC;Southeast Asia
RB-19645;Robert Barroso;Corporativo;Torrevieja;Valenciana;Spain;EU;South
BP-1050;Barry Pond;Corporativo;Abidjan;Lagunes;Cote d'Ivoire;Africa;Africa
PG-8895;Paul Gonzalez;Consumidor;Yaroslavl';Yaroslavl';Russia;EMEA;EMEA
RM-19750;Roland Murray;Consumidor;Novo Gama;Goiás;Brazil;LATAM;South
KM-6225;Kalyca Meade;Corporativo;Zagreb;Grad Zagreb;Croatia;EMEA;EMEA
AH-120;Adrian Hane;Outros;Johannesburg;Gauteng;South Africa;Africa;Africa
BM-1785;Bryan Mills;Consumidor;Guelma;Guelma;Algeria;Africa;Africa
NR-8550;Nick Radford;Consumidor;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
EB-14170;Evan Bailliet;Consumidor;Milan;Lombardy;Italy;EU;South
PB-19150;Philip Brown;Consumidor;Buenos Aires;Buenos Aires;Argentina;LATAM;South
TP-11130;Theone Pippenger;Consumidor;Gdynia;Pomerania;Poland;EMEA;EMEA
KN-6450;Kean Nguyen;Corporativo;Kumasi;Ashanti;Ghana;Africa;Africa
RD-9720;Roger Demir;Consumidor;Aswan;Aswan;Egypt;Africa;Africa
RS-9870;Roy Skaria;Outros;Johannesburg;Gauteng;South Africa;Africa;Africa
EB-3840;Ellis Ballard;Corporativo;Vancouver;British Columbia;Canada;Canada;Canada
TC-21475;Tony Chapman;Outros;Columbus;Georgia;United States;US;South
BH-1710;Brosina Hoffman;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
MH-7620;Matt Hagelstein;Corporativo;Constanta;Constanta;Romania;EMEA;EMEA
PT-9090;Pete Takahito;Consumidor;Bingol;Bingol;Turkey;EMEA;EMEA
DC-2850;Dan Campbell;Consumidor;Oshawa;Ontario;Canada;Canada;Canada
AG-900;Arthur Gainer;Consumidor;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
DC-12850;Dan Campbell;Consumidor;Kwinana;Western Australia;Australia;APAC;Oceania
JF-5565;Jill Fjeld;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
SR-10740;Steven Roelle;Outros;Sari;Mazandaran;Iran;EMEA;EMEA
MK-7905;Michael Kennedy;Corporativo;Gdynia;Pomerania;Poland;EMEA;EMEA
JK-5370;Jay Kimmel;Consumidor;Sohag;Suhaj;Egypt;Africa;Africa
GM-4680;Greg Matthias;Consumidor;Bishkek;Bishkek;Kyrgyzstan;EMEA;EMEA
PC-9000;Pauline Chand;Outros;Thika;Central;Kenya;Africa;Africa
DL-3315;Delfina Latchford;Consumidor;Makhachkala;Dagestan;Russia;EMEA;EMEA
JL-5235;Janet Lee;Consumidor;Laval;Quebec;Canada;Canada;Canada
BB-990;Barry Blumstein;Corporativo;Bur Sudan;Red Sea;Sudan;Africa;Africa
RP-9390;Resi Pölking;Consumidor;Dakar;Dakar;Senegal;Africa;Africa
ES-4020;Erica Smith;Consumidor;London;Ontario;Canada;Canada;Canada
MH-7455;Mark Hamilton;Consumidor;Rybnik;Silesia;Poland;EMEA;EMEA
JD-5790;John Dryer;Consumidor;Iringa;Iringa;Tanzania;Africa;Africa
DB-3270;Deborah Brumfield;Outros;Annaba;Annaba;Algeria;Africa;Africa
PK-9075;Pete Kriz;Consumidor;Istanbul;Istanbul;Turkey;EMEA;EMEA
NM-8520;Neoma Murray;Consumidor;Termez;Surxondaryo;Uzbekistan;EMEA;EMEA
MO-7500;Mary O'Rourke;Consumidor;Pretoria;Gauteng;South Africa;Africa;Africa
SG-10890;Susan Gilcrest;Corporativo;Baku;Baki;Azerbaijan;EMEA;EMEA
MF-8250;Monica Federle;Corporativo;Dnipropetrovs'k;Dnipropetrovs'k;Ukraine;EMEA;EMEA
JG-5310;Jason Gross;Corporativo;Ulan Bator;Ulaanbaatar;Mongolia;EMEA;EMEA
YS-11880;Yana Sorensen;Corporativo;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
FC-4245;Frank Carlisle;Outros;Juba;Central Equatoria;South Sudan;Africa;Africa
BW-1110;Bart Watters;Corporativo;Khmel'nyts'kyy;Khmel'nyts'kyy;Ukraine;EMEA;EMEA
BS-1590;Brendan Sweed;Corporativo;Zagreb;Grad Zagreb;Croatia;EMEA;EMEA
CS-2460;Chuck Sachs;Consumidor;Wad Madani;Gezira;Sudan;Africa;Africa
MH-7290;Marc Harrigan;Outros;Antananarivo;Analamanga;Madagascar;Africa;Africa
KE-6420;Katrina Edelman;Corporativo;Matola;Maputo;Mozambique;Africa;Africa
AJ-780;Anthony Jacobs;Corporativo;Shahriar;Tehran;Iran;EMEA;EMEA
MM-7920;Michael Moore;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
ML-8265;Muhammed Lee;Consumidor;Libreville;Estuaire;Gabon;Africa;Africa
RR-9315;Ralph Ritter;Consumidor;Opole;Opole;Poland;EMEA;EMEA
JF-5490;Jeremy Farry;Consumidor;Safi;Doukkala-Abda;Morocco;Africa;Africa
AG-765;Anthony Garverick;Outros;Vienna;Vienna;Austria;EMEA;EMEA
DS-3030;Darrin Sayre;Outros;Homyel';Homyel';Belarus;EMEA;EMEA
AH-75;Adam Hart;Corporativo;Port Elizabeth;Eastern Cape;South Africa;Africa;Africa
NB-18580;Nicole Brennan;Corporativo;Phnom Penh;Phnom Penh;Cambodia;APAC;Southeast Asia
KD-6270;Karen Daniels;Consumidor;Izmir;Izmir;Turkey;EMEA;EMEA
MJ-7740;Max Jones;Consumidor;Abidjan;Lagunes;Cote d'Ivoire;Africa;Africa
DM-3525;Don Miller;Corporativo;Winnipeg;Manitoba;Canada;Canada;Canada
GH-4665;Greg Hansen;Consumidor;Bacau;Bacau;Romania;EMEA;EMEA
RM-9675;Robert Marley;Outros;Uskudar;Istanbul;Turkey;EMEA;EMEA
TS-11610;Troy Staebel;Consumidor;Zanjan;Zanjan;Iran;EMEA;EMEA
PR-8880;Patrick Ryan;Consumidor;Calabar;Cross River;Nigeria;Africa;Africa
HP-4815;Harold Pawlan;Outros;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
EC-4050;Erin Creighton;Consumidor;Maradi;Maradi;Niger;Africa;Africa
BF-1005;Barry Franz;Outros;Niamey;Niamey;Niger;Africa;Africa
SC-10050;Sample Company A;Outros;Misratah;Misratah;Libya;Africa;Africa
DM-3345;Denise Monton;Corporativo;Mardin;Mardin;Turkey;EMEA;EMEA
CD-2280;Christina DeMoss;Consumidor;L'viv;L'viv;Ukraine;EMEA;EMEA
BP-1095;Bart Pistole;Corporativo;Al Hillah;Babil;Iraq;EMEA;EMEA
TC-11475;Tony Chapman;Outros;Ottawa;Ontario;Canada;Canada;Canada
DW-3540;Don Weiss;Consumidor;Taizz;Ta'izz;Yemen;EMEA;EMEA
BE-1455;Brad Eason;Outros;Huambo;Huambo;Angola;Africa;Africa
AH-195;Alan Haines;Corporativo;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
DO-3645;Doug O'Connell;Consumidor;Calgary;Alberta;Canada;Canada;Canada
CA-2055;Cathy Armstrong;Outros;Whitby;Ontario;Canada;Canada;Canada
LP-7080;Liz Pelletier;Consumidor;Foumban;Ouest;Cameroon;Africa;Africa
BN-1515;Bradley Nguyen;Consumidor;Sanandaj;Kordestan;Iran;EMEA;EMEA
NK-8490;Neil Knudson;Outros;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
AR-510;Andrew Roberts;Consumidor;Izmir;Izmir;Turkey;EMEA;EMEA
VM-11835;Vivian Mathis;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
TH-11115;Thea Hudgings;Corporativo;Cape Town;Western Cape;South Africa;Africa;Africa
AB-165;Alan Barnes;Consumidor;Hamilton;Ontario;Canada;Canada;Canada
LB-6735;Larry Blacks;Consumidor;Ruda Slaska;Silesia;Poland;EMEA;EMEA
GA-4515;George Ashbrook;Consumidor;Shkoder;Shkodër;Albania;EMEA;EMEA
DJ-3630;Doug Jacobs;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
LT-6765;Larry Tron;Consumidor;Durban;Kwazulu-natal;South Africa;Africa;Africa
SG-10080;Sandra Glassco;Consumidor;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
TB-11175;Thomas Boland;Corporativo;Shinyanga;Shinyanga;Tanzania;Africa;Africa
AP-915;Arthur Prichep;Consumidor;Chisinau;Chisinau;Moldova;EMEA;EMEA
ON-8715;Odella Nelson;Corporativo;Batman;Batman;Turkey;EMEA;EMEA
SB-10290;Sean Braxton;Corporativo;Medina;Al Madinah;Saudi Arabia;EMEA;EMEA
AJ-795;Anthony Johnson;Corporativo;Khartoum;Khartoum;Sudan;Africa;Africa
TP-11565;Tracy Poddar;Corporativo;Targu Jiu;Gorj;Romania;EMEA;EMEA
ML-8040;Michelle Lonsdale;Corporativo;Abidjan;Lagunes;Cote d'Ivoire;Africa;Africa
LC-6870;Lena Cacioppo;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
AB-105;Adrian Barton;Consumidor;Vinnytsya;Vinnytsya;Ukraine;EMEA;EMEA
AW-840;Anthony Witt;Consumidor;Timisoara;Timis;Romania;EMEA;EMEA
JO-5280;Jas O'Carroll;Consumidor;Varna;Varna;Bulgaria;EMEA;EMEA
ME-7320;Maria Etezadi;Outros;Casablanca;Grand Casablanca;Morocco;Africa;Africa
SW-10455;Shaun Weien;Consumidor;Uvinza;Kigoma;Tanzania;Africa;Africa
LP-7095;Liz Preis;Consumidor;Takestan;Qazvin;Iran;EMEA;EMEA
DW-3195;David Wiener;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
SC-10770;Stewart Carmichael;Corporativo;Basra;Al Basrah;Iraq;EMEA;EMEA
HE-4800;Harold Engle;Corporativo;Bistrita;Bistrita-Nasaud;Romania;EMEA;EMEA
DL-3495;Dionis Lloyd;Corporativo;Benin City;Edo;Nigeria;Africa;Africa
